[begin_FlightDyn]
title   {t(s),v(m/s),¦È(deg),¦×(deg),¦Øx(rad/s),¦Øy(rad/s),¦Øz(rad/s),¦Õa(deg),¦Õ2(deg),¦Ã(deg),x(m),y(m),z(m)}
output
{0,800,0.872665,0,1600,0,0,0.872665,0,0,0,0,0;
0.945,763.546,49.5628,0.0117704,1580.28,0.0021277,-0.00925786,49.5548,0.0490242,86089.3,476.818,563.946,0.0715049;
0.95,763.361,49.5604,0.0118437,1580.18,0.00208491,-0.00939113,49.5521,0.048426,86542,479.294,566.852,0.0722915;
0.955,763.178,49.558,0.0119156,1580.08,0.00227056,-0.00951982,49.5494,0.0478071,86994.6,481.77,569.756,0.0730828;
0.96,762.994,49.5556,0.011986,1579.98,0.00263681,-0.00950039,49.5467,0.0471071,87447.3,484.245,572.66,0.0738787;
0.965,762.81,49.5531,0.0120546,1579.88,0.00306063,-0.00924463,49.544,0.0462905,87899.9,486.72,575.563,0.0746789;
0.97,762.626,49.5507,0.0121213,1579.78,0.00339031,-0.00875286,49.5414,0.0453625,88352.5,489.194,578.465,0.0754835;
0.975,762.443,49.5483,0.0121858,1579.68,0.00350231,-0.00811383,49.539,0.0443692,88805,491.667,581.366,0.0762923;
0.98,762.259,49.5459,0.0122481,1579.58,0.00334727,-0.00747159,49.5368,0.043382,89257.6,494.14,584.267,0.077105;
0.985,762.076,49.5435,0.0123083,1579.49,0.00296808,-0.00697193,49.5347,0.0424734,89710.1,496.613,587.166,0.0779217;
0.99,761.892,49.5411,0.0123665,1579.39,0.00248333,-0.00670861,49.5327,0.041692,90162.6,499.085,590.065,0.0787421;
0.995,761.709,49.5387,0.0124232,1579.29,0.00204282,-0.00668933,49.5308,0.0410464,90615,501.557,592.964,0.0795661;
1,761.526,49.5363,0.0124786,1579.19,0.00177161,-0.00683406,49.5289,0.040505,91067.4,504.028,595.861,0.0803936;
1.005,761.343,49.5339,0.0125327,1579.09,0.00172397,-0.00700614,49.5269,0.0400094,91519.8,506.499,598.757,0.0812246;
1.01,761.16,49.5315,0.0125857,1578.99,0.00186397,-0.0070642,49.5249,0.0394986,91972.2,508.969,601.653,0.0820589;
1.015,760.977,49.5291,0.0126374,1578.89,0.00208003,-0.0069155,49.5229,0.0389337,92424.5,511.439,604.548,0.0828966;
1.02,760.794,49.5266,0.0126878,1578.79,0.0022276,-0.00655057,49.5209,0.0383134,92876.8,513.909,607.442,0.0837374;
1.025,760.611,49.5242,0.0127368,1578.69,0.00218389,-0.00604654,49.5191,0.037676,93329.1,516.377,610.335,0.0845813;
1.03,760.429,49.5218,0.0127844,1578.59,0.00189407,-0.00553801,49.5175,0.0370863,93781.3,518.846,613.228,0.0854282;
1.035,760.246,49.5194,0.0128308,1578.49,0.0013918,-0.0051667,49.516,0.0366118,94233.5,521.314,616.12,0.086278;
1.04,760.064,49.517,0.0128762,1578.4,0.000786527,-0.00502863,49.5145,0.0362991,94685.7,523.781,619.011,0.0871306;
1.045,759.881,49.5146,0.0129211,1578.3,0.000222639,-0.00513888,49.513,0.0361572,95137.9,526.248,621.901,0.0879861;
1.05,759.699,49.5122,0.0129657,1578.2,-0.000174149,-0.00542667,49.5115,0.0361553,95590,528.715,624.79,0.0888443;
1.055,759.517,49.5098,0.0130103,1578.1,-0.000343034,-0.00576254,49.5099,0.0362346,96042.1,531.181,627.678,0.0897052;
1.06,759.335,49.5074,0.013055,1578,-0.000309755,-0.00600723,49.5082,0.0363318,96494.2,533.647,630.566,0.0905689;
1.065,759.153,49.505,0.0130997,1577.9,-0.000175744,-0.00606376,49.5065,0.036402,96946.3,536.112,633.453,0.0914354;
1.07,758.971,49.5026,0.0131445,1577.8,-7.90845e-005,-0.00591334,49.5048,0.036436,97398.3,538.576,636.339,0.0923046;
1.075,758.789,49.5002,0.0131891,1577.71,-0.000142064,-0.00562165,49.5031,0.0364629,97850.3,541.041,639.225,0.0931766;
1.08,758.607,49.4978,0.0132338,1577.61,-0.000425042,-0.00531363,49.5016,0.036539,98302.3,543.504,642.109,0.0940513;
1.085,758.426,49.4954,0.0132786,1577.51,-0.000903808,-0.00512609,49.5001,0.0367258,98754.2,545.968,644.993,0.0949288;
1.09,758.244,49.493,0.0133238,1577.41,-0.00147874,-0.00515632,49.4986,0.0370665,99206.1,548.43,647.876,0.095809;
1.095,758.062,49.4906,0.0133697,1577.31,-0.00201208,-0.00542575,49.4971,0.0375692,99658,550.893,650.758,0.096692;
1.1,757.881,49.4882,0.0134167,1577.21,-0.00237925,-0.00587221,49.4955,0.0382032,100110,553.355,653.639,0.0975779;
1.105,757.7,49.4858,0.013465,1577.12,-0.00251486,-0.00637346,49.4937,0.0389097,100562,555.816,656.52,0.0984668;
1.11,757.518,49.4835,0.0135145,1577.02,-0.00243627,-0.00679295,49.4918,0.039623,101013,558.277,659.4,0.0993586;
1.115,757.337,49.4811,0.0135654,1576.92,-0.00223616,-0.00703059,49.4899,0.0402935,101465,560.737,662.279,0.100254;
1.12,757.156,49.4787,0.0136174,1576.82,-0.00204693,-0.00705944,49.4878,0.0409051,101917,563.197,665.157,0.101152;
1.125,756.975,49.4763,0.0136704,1576.72,-0.00199062,-0.00693485,49.4858,0.0414793,102369,565.657,668.034,0.102053;
1.13,756.794,49.4739,0.0137245,1576.63,-0.0021331,-0.00677264,49.4839,0.0420652,102820,568.116,670.911,0.102958;
1.135,756.614,49.4715,0.0137797,1576.53,-0.00245961,-0.00670487,49.4819,0.0427197,103272,570.574,673.787,0.103866;
1.14,756.433,49.4691,0.0138362,1576.43,-0.00288072,-0.0068299,49.48,0.043484,103724,573.032,676.662,0.104778;
1.145,756.252,49.4667,0.0138942,1576.33,-0.00326614,-0.00717527,49.478,0.0443669,104175,575.49,679.536,0.105693;
1.15,756.072,49.4643,0.0139539,1576.23,-0.00349367,-0.00768752,49.4759,0.04534,104627,577.947,682.41,0.106611;
1.155,755.891,49.4619,0.0140155,1576.14,-0.00349478,-0.00825216,49.4736,0.0463465,105078,580.404,685.282,0.107534;
1.16,755.711,49.4595,0.0140789,1576.04,-0.00327977,-0.00873652,49.4712,0.0473211,105530,582.86,688.154,0.108461;
1.165,755.531,49.4571,0.0141441,1575.94,-0.00293343,-0.00903894,49.4686,0.0482126,105981,585.316,691.025,0.109391;
1.17,755.35,49.4548,0.0142107,1575.84,-0.00258278,-0.00912608,49.466,0.0490012,106433,587.771,693.896,0.110326;
1.175,755.17,49.4524,0.0142787,1575.75,-0.00234935,-0.00904437,49.4634,0.0497038,106884,590.226,696.765,0.111265;
1.18,754.99,49.45,0.0143479,1575.65,-0.00230393,-0.00890162,49.4608,0.0503658,107336,592.68,699.634,0.112208;
1.185,754.81,49.4476,0.0144182,1575.55,-0.00244061,-0.00882572,49.4583,0.0510419,107787,595.134,702.502,0.113155;
1.19,754.631,49.4452,0.0144898,1575.45,-0.0026798,-0.00891624,49.4557,0.0517744,108238,597.588,705.369,0.114107;
1.195,754.451,49.4428,0.0145627,1575.36,-0.00289875,-0.00920693,49.4532,0.0525755,108690,600.041,708.236,0.115064;
1.2,754.271,49.4404,0.0146371,1575.26,-0.00297811,-0.00965324,49.4505,0.0534217,109141,602.493,711.101,0.116025;
1.205,754.091,49.438,0.014713,1575.16,-0.00284684,-0.0101491,49.4476,0.0542612,109592,604.945,713.966,0.116991;
1.21,753.912,49.4356,0.0147904,1575.06,-0.00250878,-0.0105668,49.4446,0.0550324,110043,607.397,716.83,0.117961;
1.215,753.733,49.4332,0.0148689,1574.97,-0.002041,-0.0108047,49.4416,0.0556857,110495,609.848,719.693,0.118937;
1.22,753.553,49.4307,0.0149485,1574.87,-0.0015648,-0.0108244,49.4385,0.0562009,110946,612.299,722.556,0.119917;
1.225,753.374,49.4283,0.0150287,1574.77,-0.00120039,-0.0106651,49.4354,0.0565932,111397,614.749,725.417,0.120903;
1.23,753.195,49.4259,0.0151094,1574.68,-0.00102228,-0.0104273,49.4324,0.0569069,111848,617.199,728.278,0.121893;
1.235,753.016,49.4235,0.0151906,1574.58,-0.00103221,-0.0102352,49.4294,0.0571974,112299,619.648,731.138,0.122889;
1.24,752.837,49.4211,0.0152721,1574.48,-0.00115942,-0.0101896,49.4265,0.05751,112750,622.097,733.998,0.12389;
1.245,752.658,49.4187,0.015354,1574.39,-0.00128813,-0.0103303,49.4236,0.0578621,113201,624.545,736.856,0.124896;
1.25,752.479,49.4163,0.0154365,1574.29,-0.00130167,-0.0106215,49.4206,0.0582368,113652,626.993,739.714,0.125907;
1.255,752.3,49.4138,0.0155196,1574.19,-0.00112656,-0.0109658,49.4175,0.0585894,114103,629.44,742.571,0.126923;
1.26,752.122,49.4114,0.015603,1574.1,-0.000760213,-0.0112411,49.4143,0.0588635,114554,631.887,745.427,0.127945;
1.265,751.943,49.409,0.0156867,1574,-0.00027176,-0.0113466,49.411,0.0590128,115005,634.334,748.283,0.128971;
1.27,751.764,49.4066,0.0157703,1573.9,0.000223893,-0.01124,49.4078,0.0590183,115456,636.78,751.137,0.130003;
1.275,751.586,49.4041,0.0158536,1573.81,0.000609015,-0.0109539,49.4046,0.0588952,115907,639.226,753.991,0.13104;
1.28,751.408,49.4017,0.0159363,1573.71,0.000806742,-0.0105822,49.4015,0.0586877,116358,641.671,756.844,0.132083;
1.285,751.23,49.3993,0.0160184,1573.61,0.000809162,-0.0102452,49.3986,0.0584522,116809,644.115,759.696,0.13313;
1.29,751.051,49.3968,0.0160998,1573.52,0.000679388,-0.0100445,49.3957,0.0582372,117260,646.56,762.548,0.134183;
1.295,750.873,49.3944,0.0161807,1573.42,0.00052704,-0.0100252,49.3928,0.0580653,117710,649.003,765.399,0.135241;
1.3,750.695,49.392,0.016261,1573.32,0.000466506,-0.0101596,49.3899,0.0579263,118161,651.447,768.249,0.136304;
1.305,750.517,49.3895,0.0163409,1573.23,0.000573744,-0.0103586,49.387,0.0577816,118612,653.889,771.098,0.137371;
1.31,750.34,49.3871,0.0164202,1573.13,0.000857819,-0.0105055,49.384,0.0575801,119062,656.332,773.946,0.138444;
1.315,750.162,49.3846,0.0164989,1573.03,0.00125773,-0.0105006,49.381,0.0572786,119513,658.774,776.794,0.139522;
1.32,749.984,49.3822,0.0165766,1572.94,0.00166553,-0.0102985,49.378,0.0568585,119964,661.215,779.641,0.140604;
1.325,749.807,49.3797,0.0166532,1572.84,0.0019669,-0.0099251,49.3751,0.0563346,120414,663.656,782.487,0.141691;
1.33,749.629,49.3773,0.0167285,1572.75,0.00208384,-0.00946768,49.3723,0.0557496,120865,666.097,785.332,0.142783;
1.335,749.452,49.3748,0.0168025,1572.65,0.00200346,-0.00904226,49.3696,0.05516,121315,668.537,788.177,0.14388;
1.34,749.275,49.3724,0.0168752,1572.55,0.00178221,-0.00875019,49.3671,0.0546157,121766,670.976,791.02,0.144981;
1.345,749.097,49.3699,0.0169466,1572.46,0.00152414,-0.00864067,49.3646,0.0541426,122216,673.416,793.863,0.146087;
1.35,748.92,49.3675,0.0170171,1572.36,0.00134147,-0.00869311,49.3621,0.0537351,122667,675.854,796.705,0.147197;
1.355,748.743,49.365,0.0170866,1572.27,0.00131246,-0.00882573,49.3596,0.053359,123117,678.293,799.547,0.148311;
1.36,748.566,49.3626,0.0171551,1572.17,0.00145234,-0.00892703,49.3571,0.0529664,123568,680.731,802.387,0.14943;
1.365,748.389,49.3601,0.0172227,1572.07,0.00170806,-0.00889818,49.3545,0.0525153,124018,683.168,805.227,0.150553;
1.37,748.213,49.3577,0.0172892,1571.98,0.00197875,-0.00869035,49.352,0.0519861,124468,685.605,808.066,0.151679;
1.375,748.036,49.3552,0.0173544,1571.88,0.00215395,-0.00832301,49.3496,0.0513908,124919,688.041,810.905,0.15281;
1.38,747.859,49.3528,0.0174182,1571.79,0.00215519,-0.00787648,49.3472,0.050769,125369,690.477,813.742,0.153945;
1.385,747.683,49.3503,0.0174807,1571.69,0.00196532,-0.00746172,49.345,0.0501748,125819,692.913,816.579,0.155084;
1.39,747.506,49.3478,0.0175419,1571.6,0.00163463,-0.00717887,49.3429,0.0496569,126270,695.348,819.415,0.156226;
1.395,747.33,49.3454,0.0176021,1571.5,0.00126173,-0.00708008,49.3409,0.0492425,126720,697.783,822.25,0.157372;
1.4,747.154,49.3429,0.0176614,1571.4,0.000956386,-0.00715059,49.3389,0.0489275,127170,700.217,825.084,0.158522;
1.405,746.977,49.3405,0.01772,1571.31,0.000798552,-0.00731508,49.3368,0.04868,127620,702.65,827.918,0.159675;
1.41,746.801,49.338,0.017778,1571.21,0.000808852,-0.00746656,49.3347,0.0484534,128070,705.084,830.751,0.160832;
1.415,746.625,49.3356,0.0178354,1571.12,0.000941542,-0.007507,49.3325,0.0482045,128520,707.517,833.583,0.161993;
1.42,746.449,49.3331,0.0178921,1571.02,0.00110243,-0.00738418,49.3304,0.047911,128970,709.949,836.414,0.163156;
1.425,746.273,49.3306,0.0179481,1570.93,0.00118484,-0.00711117,49.3283,0.0475804,129421,712.381,839.245,0.164324;
1.43,746.097,49.3282,0.0180033,1570.83,0.00111001,-0.0067611,49.3263,0.0472475,129871,714.812,842.075,0.165494;
1.435,745.922,49.3257,0.0180578,1570.74,0.000856766,-0.00643943,49.3244,0.0469619,130321,717.243,844.904,0.166668;
1.44,745.746,49.3233,0.0181116,1570.64,0.000469321,-0.00624431,49.3226,0.0467699,130771,719.674,847.732,0.167845;
1.445,745.571,49.3208,0.0181651,1570.55,4.05835e-005,-0.00622986,49.3208,0.0466972,131220,722.104,850.56,0.169025;
1.45,745.395,49.3184,0.0182184,1570.45,-0.000322729,-0.00638629,49.319,0.0467403,131670,724.534,853.386,0.170209;
1.455,745.22,49.3159,0.0182717,1570.36,-0.000539881,-0.00664409,49.3172,0.0468679,132120,726.963,856.212,0.171395;
1.46,745.044,49.3134,0.0183252,1570.26,-0.000585881,-0.00690048,49.3152,0.0470328,132570,729.392,859.037,0.172585;
1.465,744.869,49.311,0.0183789,1570.17,-0.000500122,-0.00705828,49.3132,0.0471905,133020,731.82,861.862,0.173778;
1.47,744.694,49.3085,0.0184327,1570.07,-0.000370805,-0.00706221,49.3112,0.047315,133470,734.248,864.685,0.174975;
1.475,744.519,49.3061,0.0184866,1569.98,-0.000301181,-0.0069193,49.3092,0.0474087,133920,736.675,867.508,0.176174;
1.48,744.344,49.3036,0.0185406,1569.88,-0.00037039,-0.0066957,49.3073,0.0475011,134369,739.102,870.33,0.177377;
1.485,744.169,49.3012,0.0185946,1569.79,-0.000603646,-0.00649132,49.3054,0.0476371,134819,741.529,873.152,0.178583;
1.49,743.994,49.2987,0.0186489,1569.69,-0.000962874,-0.00640198,49.3035,0.0478595,135269,743.955,875.972,0.179792;
1.495,743.82,49.2963,0.0187036,1569.6,-0.00136118,-0.00648328,49.3017,0.0481927,135718,746.381,878.792,0.181004;
1.5,743.645,49.2938,0.0187588,1569.5,-0.00169556,-0.00672995,49.2998,0.0486332,136168,748.806,881.611,0.18222;
1.505,743.471,49.2914,0.0188149,1569.41,-0.00188541,-0.00707797,49.2978,0.0491501,136618,751.231,884.429,0.183439;
1.51,743.296,49.2889,0.0188719,1569.31,-0.00190237,-0.00742891,49.2957,0.0496965,137067,753.655,887.247,0.184661;
1.515,743.122,49.2865,0.0189298,1569.22,-0.0017804,-0.00768683,49.2936,0.0502264,137517,756.079,890.064,0.185887;
1.52,742.947,49.284,0.0189885,1569.13,-0.0016024,-0.00779405,49.2913,0.050711,137966,758.502,892.88,0.187117;
1.525,742.773,49.2816,0.0190479,1569.03,-0.00146851,-0.0077523,49.2891,0.0511487,138416,760.925,895.695,0.18835;
1.53,742.599,49.2791,0.0191081,1568.94,-0.00145832,-0.00762132,49.2869,0.0515645,138865,763.347,898.509,0.189586;
1.535,742.425,49.2767,0.0191689,1568.84,-0.00160095,-0.00749582,49.2848,0.0519993,139315,765.769,901.323,0.190826;
1.54,742.251,49.2742,0.0192304,1568.75,-0.00186442,-0.00746932,49.2826,0.0524937,139764,768.191,904.136,0.19207;
1.545,742.077,49.2718,0.0192929,1568.65,-0.00216799,-0.00759885,49.2805,0.0530716,140214,770.612,906.948,0.193317;
1.55,741.903,49.2693,0.0193563,1568.56,-0.00241276,-0.00788346,49.2782,0.0537303,140663,773.033,909.759,0.194569;
1.555,741.729,49.2669,0.019421,1568.47,-0.00251888,-0.00826474,49.2759,0.0544405,141112,775.453,912.57,0.195824;
1.56,741.556,49.2644,0.0194868,1568.37,-0.00245539,-0.00864886,49.2735,0.0551568,141562,777.873,915.38,0.197083;
1.565,741.382,49.2619,0.0195539,1568.28,-0.00225146,-0.00894178,49.271,0.0558335,142011,780.292,918.189,0.198346;
1.57,741.209,49.2595,0.019622,1568.18,-0.00198505,-0.00908427,49.2684,0.0564406,142460,782.711,920.997,0.199613;
1.575,741.035,49.257,0.0196911,1568.09,-0.00175332,-0.00907362,49.2658,0.0569741,142909,785.13,923.805,0.200884;
1.58,740.862,49.2546,0.0197609,1568,-0.00163607,-0.00896398,49.2632,0.0574563,143359,787.548,926.612,0.20216;
1.585,740.689,49.2521,0.0198315,1567.9,-0.00166597,-0.00884534,49.2607,0.057926,143808,789.965,929.418,0.20344;
1.59,740.516,49.2497,0.0199029,1567.81,-0.00181677,-0.00880923,49.2581,0.0584229,144257,792.382,932.223,0.204724;
1.595,740.343,49.2472,0.019975,1567.71,-0.00201366,-0.00891407,49.2556,0.0589716,144706,794.799,935.028,0.206012;
1.6,740.17,49.2447,0.0200481,1567.62,-0.00216189,-0.00916325,49.253,0.059572,145155,797.215,937.832,0.207305;
1.605,739.997,49.2423,0.0201222,1567.53,-0.00218264,-0.00950405,49.2503,0.0601979,145604,799.631,940.635,0.208602;
1.61,739.824,49.2398,0.0201973,1567.43,-0.00204266,-0.00984757,49.2476,0.0608067,146053,802.047,943.437,0.209903;
1.615,739.651,49.2373,0.0202734,1567.34,-0.00176667,-0.0101023,49.2447,0.0613548,146502,804.461,946.238,0.21121;
1.62,739.478,49.2349,0.0203502,1567.25,-0.00142778,-0.0102081,49.2418,0.0618127,146951,806.876,949.039,0.212521;
1.625,739.306,49.2324,0.0204276,1567.15,-0.00111995,-0.0101589,49.2389,0.0621758,147400,809.29,951.839,0.213836;
1.63,739.133,49.2299,0.0205054,1567.06,-0.000922704,-0.0100037,49.236,0.0624651,147849,811.704,954.638,0.215157;
1.635,738.961,49.2275,0.0205836,1566.97,-0.000871636,-0.00982837,49.2331,0.0627188,148298,814.117,957.437,0.216482;
1.64,738.788,49.225,0.0206621,1566.87,-0.000945555,-0.00972253,49.2303,0.0629769,148747,816.529,960.235,0.217811;
1.645,738.616,49.2225,0.0207409,1566.78,-0.0010751,-0.009746,49.2276,0.0632662,149196,818.942,963.032,0.219146;
1.65,738.444,49.2201,0.0208201,1566.69,-0.00116941,-0.00990635,49.2247,0.0635896,149645,821.353,965.828,0.220485;
1.655,738.272,49.2176,0.0208997,1566.59,-0.00115064,-0.0101564,49.2219,0.0639252,150094,823.765,968.623,0.221829;
1.66,738.1,49.2151,0.0209798,1566.5,-0.000983371,-0.0104125,49.2189,0.0642342,150542,826.176,971.418,0.223178;
1.665,737.928,49.2126,0.0210602,1566.41,-0.000687886,-0.0105857,49.2159,0.0644759,150991,828.586,974.212,0.224532;
1.67,737.756,49.2101,0.0211407,1566.31,-0.000332368,-0.0106159,49.2129,0.0646223,151440,830.996,977.005,0.22589;
1.675,737.584,49.2077,0.0212213,1566.22,-7.18662e-006,-0.0104937,49.2098,0.0646692,151889,833.406,979.797,0.227254;
1.68,737.412,49.2052,0.0213017,1566.13,0.000208978,-0.0102639,49.2069,0.0646371,152337,835.815,982.589,0.228622;
1.685,737.241,49.2027,0.0213818,1566.03,0.000278392,-0.0100081,49.204,0.0645639,152786,838.224,985.38,0.229996;
1.69,737.069,49.2002,0.0214615,1565.94,0.000217922,-0.00981415,49.2011,0.0644904,153234,840.632,988.17,0.231374;
1.695,736.898,49.1977,0.021541,1565.85,9.20858e-005,-0.00974292,49.1983,0.0644455,153683,843.04,990.96,0.232756;
1.7,736.726,49.1952,0.0216202,1565.76,-1.17568e-005,-0.00980579,49.1955,0.0644356,154132,845.447,993.748,0.234144;
1.705,736.555,49.1927,0.0216992,1565.66,-1.66064e-005,-0.00996087,49.1927,0.0644426,154580,847.854,996.536,0.235536;
1.71,736.384,49.1902,0.021778,1565.57,0.000115113,-0.0101292,49.1898,0.0644317,155029,850.261,999.323,0.236933;
1.715,736.213,49.1877,0.0218566,1565.48,0.000367528,-0.0102251,49.1869,0.0643647,155477,852.667,1002.11,0.238335;
1.72,736.042,49.1852,0.0219348,1565.38,0.000677504,-0.010188,49.184,0.0642153,155926,855.073,1004.9,0.239742;
1.725,735.871,49.1828,0.0220125,1565.29,0.000958555,-0.0100059,49.1811,0.0639792,156374,857.478,1007.68,0.241153;
1.73,735.7,49.1803,0.0220894,1565.2,0.00113339,-0.00971936,49.1783,0.0636765,156823,859.883,1010.46,0.242569;
1.735,735.529,49.1778,0.0221656,1565.11,0.00116279,-0.00940591,49.1755,0.0633441,157271,862.287,1013.25,0.243989;
1.74,735.358,49.1753,0.0222409,1565.01,0.00105995,-0.00915116,49.1729,0.0630233,157719,864.691,1016.03,0.245414;
1.745,735.188,49.1727,0.0223155,1564.92,0.000885055,-0.00901656,49.1703,0.062744,158168,867.094,1018.81,0.246844;
1.75,735.017,49.1702,0.0223895,1564.83,0.000722239,-0.00901671,49.1677,0.0625151,158616,869.497,1021.59,0.248278;
1.755,734.846,49.1677,0.0224628,1564.74,0.000647702,-0.00911443,49.1651,0.0623216,159064,871.9,1024.37,0.249716;
1.76,734.676,49.1652,0.0225357,1564.64,0.000701063,-0.00923532,49.1625,0.0621314,159512,874.302,1027.15,0.251159;
1.765,734.506,49.1627,0.022608,1564.55,0.000870692,-0.00929618,49.1598,0.0619084,159961,876.704,1029.93,0.252606;
1.77,734.335,49.1602,0.0226797,1564.46,0.00109843,-0.00923666,49.1571,0.0616267,160409,879.105,1032.71,0.254057;
1.775,734.165,49.1577,0.0227506,1564.37,0.0013018,-0.00904191,49.1545,0.0612813,160857,881.506,1035.49,0.255513;
1.78,733.995,49.1552,0.0228206,1564.28,0.0014052,-0.00874814,49.152,0.0608905,161305,883.906,1038.26,0.256972;
1.785,733.825,49.1527,0.0228897,1564.18,0.00136835,-0.00842879,49.1495,0.0604899,161753,886.306,1041.04,0.258436;
1.79,733.655,49.1502,0.0229579,1564.09,0.00120118,-0.00816685,49.1471,0.0601194,162201,888.706,1043.82,0.259904;
1.795,733.485,49.1477,0.0230254,1564,0.000959865,-0.0080238,49.1448,0.0598091,162649,891.105,1046.59,0.261376;
1.8,733.315,49.1452,0.0230921,1563.91,0.000725382,-0.00801681,49.1425,0.0595689,163097,893.504,1049.36,0.262851;
1.805,733.146,49.1427,0.0231583,1563.82,0.00057298,-0.00811279,49.1402,0.0593855,163545,895.902,1052.14,0.264331;
1.81,732.976,49.1402,0.0232241,1563.72,0.00054401,-0.00824137,49.1379,0.0592284,163993,898.3,1054.91,0.265815;
1.815,732.806,49.1376,0.0232894,1563.63,0.000630714,-0.0083218,49.1355,0.0590623,164441,900.697,1057.68,0.267302;
1.82,732.637,49.1351,0.0233541,1563.54,0.000779622,-0.00829359,49.1331,0.0588608,164889,903.094,1060.45,0.268793;
1.825,732.468,49.1326,0.0234184,1563.45,0.000912123,-0.00813926,49.1308,0.0586171,165337,905.491,1063.22,0.270288;
1.83,732.298,49.1301,0.023482,1563.36,0.000954367,-0.00789073,49.1285,0.058347,165785,907.887,1065.99,0.271787;
1.835,732.129,49.1276,0.0235449,1563.26,0.000865165,-0.00761712,49.1262,0.0580832,166233,910.283,1068.76,0.27329;
1.84,731.96,49.1251,0.0236072,1563.17,0.000651418,-0.00739856,49.1241,0.0578636,166681,912.678,1071.53,0.274796;
1.845,731.791,49.1226,0.0236691,1563.08,0.000365338,-0.00729608,49.122,0.0577172,167129,915.073,1074.29,0.276305;
1.85,731.622,49.1201,0.0237306,1562.99,8.46525e-005,-0.00732886,49.1199,0.0576538,167576,917.467,1077.06,0.277819;
1.855,731.453,49.1175,0.0237919,1562.9,-0.000116654,-0.00746739,49.1178,0.057661,168024,919.861,1079.82,0.279336;
1.86,731.284,49.115,0.0238531,1562.81,-0.000195978,-0.00764499,49.1156,0.0577087,168472,922.254,1082.59,0.280856;
1.865,731.115,49.1125,0.0239143,1562.72,-0.000157723,-0.00778319,49.1134,0.0577616,168920,924.647,1085.35,0.28238;
1.87,730.946,49.11,0.0239754,1562.62,-5.11279e-005,-0.00782143,49.1112,0.0577923,169367,927.04,1088.12,0.283908;
1.875,730.778,49.1075,0.0240364,1562.53,4.87719e-005,-0.00773971,49.1089,0.0577915,169815,929.432,1090.88,0.285439;
1.88,730.609,49.105,0.0240972,1562.44,6.97523e-005,-0.00756585,49.1067,0.057772,170263,931.824,1093.64,0.286973;
1.885,730.441,49.1025,0.0241579,1562.35,-3.02487e-005,-0.00736467,49.1046,0.0577634,170710,934.215,1096.4,0.288512;
1.89,730.272,49.1,0.0242185,1562.26,-0.000247331,-0.00721333,49.1025,0.0578009,171158,936.606,1099.16,0.290053;
1.895,730.104,49.0974,0.024279,1562.17,-0.00053325,-0.00717214,49.1005,0.057912,171605,938.997,1101.92,0.291598;
1.9,729.936,49.0949,0.0243397,1562.08,-0.000813714,-0.00726195,49.0984,0.058106,172053,941.387,1104.68,0.293147;
1.905,729.768,49.0924,0.0244006,1561.99,-0.00101637,-0.00745651,49.0963,0.0583706,172500,943.776,1107.44,0.294699;
1.91,729.6,49.0899,0.024462,1561.89,-0.00109787,-0.00769265,49.0941,0.0586765,172948,946.166,1110.2,0.296255;
1.915,729.432,49.0874,0.0245238,1561.8,-0.00105981,-0.00789419,49.0919,0.0589879,173395,948.554,1112.95,0.297814;
1.92,729.264,49.0849,0.024586,1561.71,-0.000947685,-0.0080007,49.0896,0.0592763,173843,950.943,1115.71,0.299377;
1.925,729.096,49.0824,0.0246486,1561.62,-0.000833285,-0.00798997,49.0873,0.0595305,174290,953.331,1118.46,0.300943;
1.93,728.928,49.0798,0.0247114,1561.53,-0.000787353,-0.00788605,49.085,0.0597604,174737,955.718,1121.22,0.302514;
1.935,728.76,49.0773,0.0247745,1561.44,-0.000852826,-0.00774972,49.0828,0.0599926,175185,958.105,1123.97,0.304087;
1.94,728.593,49.0748,0.024838,1561.35,-0.00102875,-0.00765522,49.0806,0.06026,175632,960.492,1126.72,0.305665;
1.945,728.425,49.0723,0.0249018,1561.26,-0.00127084,-0.00766209,49.0784,0.0605886,176079,962.878,1129.48,0.307246;
1.95,728.258,49.0698,0.0249662,1561.17,-0.00150837,-0.00779269,49.0762,0.0609878,176526,965.264,1132.23,0.308831;
1.955,728.09,49.0673,0.0250312,1561.08,-0.00167091,-0.0080239,49.0739,0.0614456,176974,967.649,1134.98,0.310419;
