[begin_FlightDyn]
title   {t(s),v(m/s),¦È(deg),¦×(deg),¦Øx(rad/s),¦Øy(rad/s),¦Øz(rad/s),¦Õa(deg),¦Õ2(deg),¦Ã(deg),x(m),y(m),z(m)}
output
{0,800,0.872665,0,1600,0,0,0.872665,0,0,0,0,0;
11.45,504.674,42.8886,0.227054,1441.21,-0.000942902,-0.0141294,42.9041,0.404685,989719,4917.74,5284.04,11.1163;
11.455,504.59,42.8845,0.2272,1441.17,-0.000943956,-0.0141327,42.9001,0.404955,990132,4919.59,5285.76,11.1263;
11.46,504.506,42.8805,0.227347,1441.12,-0.000944816,-0.0141364,42.896,0.405226,990545,4921.44,5287.48,11.1363;
11.465,504.422,42.8764,0.227494,1441.08,-0.000945328,-0.0141402,42.892,0.405497,990958,4923.29,5289.19,11.1463;
11.47,504.338,42.8723,0.227641,1441.04,-0.000945469,-0.0141439,42.8879,0.405767,991370,4925.14,5290.91,11.1563;
11.475,504.254,42.8683,0.227787,1440.99,-0.000945354,-0.0141473,42.8839,0.406038,991783,4926.98,5292.62,11.1663;
11.48,504.17,42.8642,0.227934,1440.95,-0.000945195,-0.0141504,42.8798,0.406309,992196,4928.83,5294.34,11.1764;
11.485,504.086,42.8601,0.228081,1440.9,-0.000945216,-0.0141532,42.8758,0.40658,992609,4930.68,5296.05,11.1864;
11.49,504.002,42.8561,0.228228,1440.86,-0.000945577,-0.0141557,42.8717,0.406851,993022,4932.53,5297.77,11.1964;
11.495,503.918,42.852,0.228375,1440.82,-0.00094631,-0.0141584,42.8676,0.407122,993434,4934.37,5299.48,11.2065;
11.5,503.834,42.8479,0.228522,1440.77,-0.000947311,-0.0141613,42.8636,0.407393,993847,4936.22,5301.19,11.2165;
11.505,503.75,42.8439,0.228669,1440.73,-0.000948377,-0.0141646,42.8595,0.407664,994260,4938.07,5302.91,11.2266;
11.51,503.666,42.8398,0.228816,1440.69,-0.000949282,-0.0141682,42.8555,0.407936,994673,4939.91,5304.62,11.2366;
11.515,503.583,42.8357,0.228964,1440.64,-0.000949865,-0.014172,42.8514,0.408208,995085,4941.76,5306.33,11.2467;
11.52,503.499,42.8317,0.229111,1440.6,-0.000950081,-0.0141757,42.8473,0.408481,995498,4943.61,5308.04,11.2567;
11.525,503.415,42.8276,0.229258,1440.55,-0.000950024,-0.0141792,42.8433,0.408753,995911,4945.45,5309.76,11.2668;
11.53,503.331,42.8235,0.229406,1440.51,-0.00094989,-0.0141824,42.8392,0.409025,996324,4947.3,5311.47,11.2769;
11.535,503.248,42.8194,0.229553,1440.47,-0.000949901,-0.0141852,42.8352,0.409297,996736,4949.14,5313.18,11.287;
11.54,503.164,42.8154,0.2297,1440.42,-0.000950226,-0.0141878,42.8311,0.409569,997149,4950.99,5314.89,11.297;
11.545,503.08,42.8113,0.229848,1440.38,-0.000950916,-0.0141904,42.827,0.409841,997561,4952.84,5316.6,11.3071;
11.55,502.997,42.8072,0.229995,1440.34,-0.00095189,-0.0141933,42.823,0.410114,997974,4954.68,5318.31,11.3172;
11.555,502.913,42.8031,0.230143,1440.29,-0.000952959,-0.0141965,42.8189,0.410387,998387,4956.53,5320.01,11.3273;
11.56,502.83,42.799,0.230291,1440.25,-0.000953904,-0.0142001,42.8148,0.41066,998799,4958.37,5321.72,11.3374;
11.565,502.746,42.795,0.230438,1440.2,-0.00095455,-0.0142039,42.8108,0.410933,999212,4960.22,5323.43,11.3475;
11.57,502.663,42.7909,0.230586,1440.16,-0.000954838,-0.0142077,42.8067,0.411207,999625,4962.06,5325.14,11.3576;
11.575,502.579,42.7868,0.230734,1440.12,-0.000954839,-0.0142112,42.8026,0.41148,1.00004e+006,4963.9,5326.85,11.3678;
11.58,502.496,42.7827,0.230882,1440.07,-0.000954732,-0.0142145,42.7985,0.411754,1.00045e+006,4965.75,5328.55,11.3779;
11.585,502.412,42.7786,0.23103,1440.03,-0.000954736,-0.0142173,42.7945,0.412027,1.00086e+006,4967.59,5330.26,11.388;
11.59,502.329,42.7745,0.231178,1439.99,-0.000955025,-0.01422,42.7904,0.412301,1.00127e+006,4969.44,5331.96,11.3981;
11.595,502.245,42.7704,0.231326,1439.94,-0.000955671,-0.0142227,42.7863,0.412575,1.00169e+006,4971.28,5333.67,11.4083;
11.6,502.162,42.7664,0.231474,1439.9,-0.000956612,-0.0142255,42.7823,0.412849,1.0021e+006,4973.12,5335.38,11.4184;
11.605,502.079,42.7623,0.231622,1439.86,-0.000957677,-0.0142287,42.7782,0.413123,1.00251e+006,4974.97,5337.08,11.4286;
11.61,501.995,42.7582,0.23177,1439.81,-0.000958651,-0.0142323,42.7741,0.413397,1.00292e+006,4976.81,5338.78,11.4387;
11.615,501.912,42.7541,0.231918,1439.77,-0.000959356,-0.014236,42.77,0.413672,1.00334e+006,4978.65,5340.49,11.4489;
11.62,501.829,42.75,0.232066,1439.73,-0.000959711,-0.0142398,42.7659,0.413947,1.00375e+006,4980.49,5342.19,11.459;
11.625,501.746,42.7459,0.232214,1439.68,-0.000959769,-0.0142434,42.7619,0.414222,1.00416e+006,4982.34,5343.89,11.4692;
11.63,501.662,42.7418,0.232363,1439.64,-0.000959691,-0.0142467,42.7578,0.414497,1.00457e+006,4984.18,5345.6,11.4794;
11.635,501.579,42.7377,0.232511,1439.6,-0.000959688,-0.0142497,42.7537,0.414772,1.00499e+006,4986.02,5347.3,11.4895;
11.64,501.496,42.7336,0.23266,1439.55,-0.000959942,-0.0142524,42.7496,0.415047,1.0054e+006,4987.86,5349,11.4997;
11.645,501.413,42.7295,0.232808,1439.51,-0.000960541,-0.0142551,42.7455,0.415322,1.00581e+006,4989.7,5350.7,11.5099;
11.65,501.33,42.7254,0.232956,1439.47,-0.000961444,-0.0142579,42.7415,0.415597,1.00622e+006,4991.55,5352.4,11.5201;
11.655,501.247,42.7213,0.233105,1439.42,-0.000962496,-0.0142611,42.7374,0.415873,1.00664e+006,4993.39,5354.1,11.5303;
11.66,501.163,42.7172,0.233254,1439.38,-0.000963492,-0.0142646,42.7333,0.416149,1.00705e+006,4995.23,5355.8,11.5405;
11.665,501.08,42.7131,0.233402,1439.34,-0.000964247,-0.0142684,42.7292,0.416425,1.00746e+006,4997.07,5357.5,11.5507;
11.67,500.997,42.709,0.233551,1439.29,-0.000964665,-0.0142722,42.7251,0.416701,1.00787e+006,4998.91,5359.2,11.5609;
11.675,500.914,42.7049,0.2337,1439.25,-0.000964778,-0.0142758,42.721,0.416977,1.00829e+006,5000.75,5360.9,11.5711;
11.68,500.831,42.7008,0.233849,1439.21,-0.000964729,-0.0142792,42.7169,0.417254,1.0087e+006,5002.59,5362.6,11.5813;
11.685,500.748,42.6967,0.233997,1439.16,-0.000964722,-0.0142822,42.7128,0.41753,1.00911e+006,5004.43,5364.3,11.5916;
11.69,500.665,42.6926,0.234146,1439.12,-0.000964942,-0.014285,42.7087,0.417806,1.00952e+006,5006.27,5366,11.6018;
11.695,500.583,42.6885,0.234295,1439.08,-0.000965492,-0.0142877,42.7046,0.418083,1.00994e+006,5008.11,5367.69,11.612;
11.7,500.5,42.6844,0.234444,1439.03,-0.000966351,-0.0142906,42.7006,0.41836,1.01035e+006,5009.95,5369.39,11.6222;
11.705,500.417,42.6803,0.234593,1438.99,-0.000967383,-0.0142937,42.6965,0.418637,1.01076e+006,5011.79,5371.09,11.6325;
11.71,500.334,42.6762,0.234742,1438.95,-0.000968392,-0.0142972,42.6924,0.418914,1.01117e+006,5013.63,5372.78,11.6427;
11.715,500.251,42.6721,0.234892,1438.9,-0.000969188,-0.0143009,42.6883,0.419192,1.01158e+006,5015.47,5374.48,11.653;
11.72,500.168,42.668,0.235041,1438.86,-0.000969664,-0.0143047,42.6842,0.419469,1.012e+006,5017.31,5376.17,11.6632;
11.725,500.086,42.6638,0.23519,1438.82,-0.00096983,-0.0143084,42.6801,0.419747,1.01241e+006,5019.15,5377.87,11.6735;
11.73,500.003,42.6597,0.235339,1438.77,-0.000969811,-0.0143119,42.676,0.420025,1.01282e+006,5020.98,5379.56,11.6838;
11.735,499.92,42.6556,0.235489,1438.73,-0.000969801,-0.014315,42.6719,0.420303,1.01323e+006,5022.82,5381.26,11.694;
11.74,499.837,42.6515,0.235638,1438.69,-0.000969987,-0.0143178,42.6678,0.420581,1.01364e+006,5024.66,5382.95,11.7043;
11.745,499.755,42.6474,0.235788,1438.64,-0.000970487,-0.0143205,42.6637,0.420859,1.01406e+006,5026.5,5384.64,11.7146;
11.75,499.672,42.6433,0.235937,1438.6,-0.000971297,-0.0143234,42.6596,0.421137,1.01447e+006,5028.34,5386.33,11.7249;
11.755,499.589,42.6392,0.236087,1438.56,-0.000972302,-0.0143265,42.6555,0.421415,1.01488e+006,5030.17,5388.03,11.7352;
11.76,499.507,42.635,0.236236,1438.51,-0.000973314,-0.0143299,42.6514,0.421694,1.01529e+006,5032.01,5389.72,11.7455;
11.765,499.424,42.6309,0.236386,1438.47,-0.000974145,-0.0143337,42.6473,0.421973,1.01571e+006,5033.85,5391.41,11.7558;
11.77,499.342,42.6268,0.236536,1438.43,-0.000974672,-0.0143375,42.6431,0.422252,1.01612e+006,5035.69,5393.1,11.7661;
11.775,499.259,42.6227,0.236685,1438.39,-0.000974888,-0.0143412,42.639,0.422531,1.01653e+006,5037.52,5394.79,11.7764;
11.78,499.177,42.6186,0.236835,1438.34,-0.0009749,-0.0143447,42.6349,0.42281,1.01694e+006,5039.36,5396.48,11.7867;
11.785,499.094,42.6144,0.236985,1438.3,-0.000974888,-0.0143479,42.6308,0.42309,1.01735e+006,5041.2,5398.17,11.797;
11.79,499.012,42.6103,0.237135,1438.26,-0.000975043,-0.0143508,42.6267,0.423369,1.01777e+006,5043.03,5399.86,11.8073;
11.795,498.929,42.6062,0.237285,1438.21,-0.00097549,-0.0143536,42.6226,0.423648,1.01818e+006,5044.87,5401.55,11.8177;
11.8,498.847,42.6021,0.237435,1438.17,-0.000976248,-0.0143564,42.6185,0.423928,1.01859e+006,5046.71,5403.24,11.828;
11.805,498.764,42.5979,0.237585,1438.13,-0.000977218,-0.0143595,42.6144,0.424208,1.019e+006,5048.54,5404.93,11.8383;
11.81,498.682,42.5938,0.237735,1438.08,-0.000978226,-0.0143629,42.6103,0.424488,1.01941e+006,5050.38,5406.61,11.8487;
11.815,498.6,42.5897,0.237885,1438.04,-0.000979083,-0.0143666,42.6061,0.424768,1.01983e+006,5052.21,5408.3,11.859;
11.82,498.517,42.5855,0.238035,1438,-0.000979656,-0.0143704,42.602,0.425049,1.02024e+006,5054.05,5409.99,11.8694;
11.825,498.435,42.5814,0.238185,1437.96,-0.00097992,-0.0143742,42.5979,0.425329,1.02065e+006,5055.88,5411.67,11.8797;
11.83,498.353,42.5773,0.238336,1437.91,-0.000979961,-0.0143778,42.5938,0.42561,1.02106e+006,5057.72,5413.36,11.8901;
11.835,498.271,42.5731,0.238486,1437.87,-0.00097995,-0.014381,42.5897,0.425891,1.02147e+006,5059.55,5415.05,11.9005;
11.84,498.188,42.569,0.238637,1437.83,-0.000980074,-0.014384,42.5855,0.426172,1.02189e+006,5061.39,5416.73,11.9109;
11.845,498.106,42.5649,0.238787,1437.78,-0.000980469,-0.0143868,42.5814,0.426453,1.0223e+006,5063.22,5418.42,11.9212;
11.85,498.024,42.5607,0.238937,1437.74,-0.000981171,-0.0143897,42.5773,0.426733,1.02271e+006,5065.06,5420.1,11.9316;
11.855,497.942,42.5566,0.239088,1437.7,-0.000982102,-0.0143927,42.5732,0.427015,1.02312e+006,5066.89,5421.79,11.942;
11.86,497.86,42.5525,0.239239,1437.66,-0.000983097,-0.0143961,42.5691,0.427296,1.02353e+006,5068.72,5423.47,11.9524;
11.865,497.778,42.5483,0.239389,1437.61,-0.000983972,-0.0143998,42.5649,0.427578,1.02394e+006,5070.56,5425.15,11.9628;
11.87,497.695,42.5442,0.23954,1437.57,-0.000984586,-0.0144036,42.5608,0.42786,1.02436e+006,5072.39,5426.83,11.9732;
11.875,497.613,42.54,0.239691,1437.53,-0.000984894,-0.0144074,42.5567,0.428142,1.02477e+006,5074.22,5428.52,11.9836;
11.88,497.531,42.5359,0.239841,1437.49,-0.000984966,-0.014411,42.5526,0.428424,1.02518e+006,5076.06,5430.2,11.994;
11.885,497.449,42.5318,0.239992,1437.44,-0.000984958,-0.0144143,42.5484,0.428706,1.02559e+006,5077.89,5431.88,12.0044;
11.89,497.367,42.5276,0.240143,1437.4,-0.000985053,-0.0144173,42.5443,0.428989,1.026e+006,5079.72,5433.56,12.0148;
11.895,497.285,42.5235,0.240294,1437.36,-0.000985397,-0.0144202,42.5402,0.429271,1.02642e+006,5081.56,5435.24,12.0253;
11.9,497.203,42.5193,0.240445,1437.31,-0.000986041,-0.0144231,42.536,0.429553,1.02683e+006,5083.39,5436.92,12.0357;
11.905,497.121,42.5152,0.240596,1437.27,-0.000986925,-0.0144261,42.5319,0.429836,1.02724e+006,5085.22,5438.6,12.0461;
11.91,497.04,42.511,0.240747,1437.23,-0.000987902,-0.0144295,42.5278,0.430119,1.02765e+006,5087.05,5440.28,12.0566;
11.915,496.958,42.5069,0.240898,1437.19,-0.000988788,-0.0144331,42.5236,0.430402,1.02806e+006,5088.88,5441.96,12.067;
11.92,496.876,42.5027,0.24105,1437.14,-0.000989436,-0.0144369,42.5195,0.430685,1.02847e+006,5090.72,5443.64,12.0775;
11.925,496.794,42.4986,0.241201,1437.1,-0.000989787,-0.0144407,42.5154,0.430969,1.02889e+006,5092.55,5445.32,12.0879;
11.93,496.712,42.4944,0.241352,1437.06,-0.00098989,-0.0144444,42.5112,0.431252,1.0293e+006,5094.38,5447,12.0984;
11.935,496.63,42.4903,0.241503,1437.02,-0.000989886,-0.0144477,42.5071,0.431536,1.02971e+006,5096.21,5448.67,12.1088;
11.94,496.549,42.4861,0.241655,1436.97,-0.000989956,-0.0144508,42.5029,0.431819,1.03012e+006,5098.04,5450.35,12.1193;
11.945,496.467,42.482,0.241806,1436.93,-0.000990249,-0.0144538,42.4988,0.432103,1.03053e+006,5099.87,5452.03,12.1298;
11.95,496.385,42.4778,0.241958,1436.89,-0.000990834,-0.0144566,42.4947,0.432387,1.03094e+006,5101.7,5453.7,12.1403;
11.955,496.304,42.4737,0.242109,1436.85,-0.000991669,-0.0144597,42.4905,0.432671,1.03136e+006,5103.53,5455.38,12.1507;
11.96,496.222,42.4695,0.242261,1436.8,-0.00099262,-0.014463,42.4864,0.432955,1.03177e+006,5105.36,5457.06,12.1612;
11.965,496.14,42.4654,0.242413,1436.76,-0.000993511,-0.0144666,42.4822,0.43324,1.03218e+006,5107.19,5458.73,12.1717;
11.97,496.059,42.4612,0.242564,1436.72,-0.000994189,-0.0144704,42.4781,0.433524,1.03259e+006,5109.02,5460.4,12.1822;
11.975,495.977,42.457,0.242716,1436.68,-0.000994578,-0.0144742,42.4739,0.433809,1.033e+006,5110.85,5462.08,12.1927;
11.98,495.895,42.4529,0.242868,1436.63,-0.000994713,-0.0144779,42.4698,0.434094,1.03341e+006,5112.68,5463.75,12.2032;
11.985,495.814,42.4487,0.24302,1436.59,-0.000994717,-0.0144813,42.4656,0.434379,1.03383e+006,5114.51,5465.43,12.2137;
11.99,495.732,42.4446,0.243172,1436.55,-0.000994764,-0.0144845,42.4615,0.434664,1.03424e+006,5116.34,5467.1,12.2243;
11.995,495.651,42.4404,0.243324,1436.51,-0.00099501,-0.0144874,42.4573,0.434949,1.03465e+006,5118.17,5468.77,12.2348;
12,495.569,42.4362,0.243476,1436.46,-0.000995535,-0.0144903,42.4532,0.435234,1.03506e+006,5120,5470.44,12.2453;
12.005,495.488,42.4321,0.243628,1436.42,-0.000996317,-0.0144933,42.449,0.435519,1.03547e+006,5121.83,5472.12,12.2558;
12.01,495.406,42.4279,0.24378,1436.38,-0.000997238,-0.0144966,42.4449,0.435805,1.03588e+006,5123.65,5473.79,12.2664;
12.015,495.325,42.4237,0.243932,1436.34,-0.000998128,-0.0145002,42.4407,0.436091,1.03629e+006,5125.48,5475.46,12.2769;
12.02,495.244,42.4196,0.244084,1436.29,-0.00099883,-0.0145039,42.4366,0.436377,1.03671e+006,5127.31,5477.13,12.2875;
12.025,495.162,42.4154,0.244236,1436.25,-0.000999257,-0.0145078,42.4324,0.436663,1.03712e+006,5129.14,5478.8,12.298;
12.03,495.081,42.4112,0.244389,1436.21,-0.000999423,-0.0145115,42.4283,0.436949,1.03753e+006,5130.97,5480.47,12.3086;
12.035,495,42.4071,0.244541,1436.17,-0.000999438,-0.014515,42.4241,0.437236,1.03794e+006,5132.79,5482.14,12.3191;
12.04,494.918,42.4029,0.244693,1436.12,-0.000999468,-0.0145182,42.42,0.437522,1.03835e+006,5134.62,5483.81,12.3297;
12.045,494.837,42.3987,0.244846,1436.08,-0.000999669,-0.0145212,42.4158,0.437808,1.03876e+006,5136.45,5485.48,12.3403;
12.05,494.756,42.3945,0.244998,1436.04,-0.00100014,-0.0145241,42.4116,0.438095,1.03917e+006,5138.28,5487.14,12.3509;
12.055,494.675,42.3904,0.245151,1436,-0.00100086,-0.0145271,42.4075,0.438381,1.03959e+006,5140.1,5488.81,12.3614;
12.06,494.593,42.3862,0.245303,1435.96,-0.00100175,-0.0145303,42.4033,0.438668,1.04e+006,5141.93,5490.48,12.372;
12.065,494.512,42.382,0.245456,1435.91,-0.00100263,-0.0145339,42.3991,0.438955,1.04041e+006,5143.76,5492.14,12.3826;
12.07,494.431,42.3778,0.245609,1435.87,-0.00100335,-0.0145376,42.395,0.439243,1.04082e+006,5145.58,5493.81,12.3932;
12.075,494.35,42.3736,0.245762,1435.83,-0.00100382,-0.0145414,42.3908,0.43953,1.04123e+006,5147.41,5495.48,12.4038;
12.08,494.269,42.3695,0.245914,1435.79,-0.00100402,-0.0145452,42.3866,0.439818,1.04164e+006,5149.23,5497.14,12.4144;
12.085,494.188,42.3653,0.246067,1435.74,-0.00100405,-0.0145487,42.3825,0.440105,1.04205e+006,5151.06,5498.81,12.425;
12.09,494.107,42.3611,0.24622,1435.7,-0.00100406,-0.014552,42.3783,0.440393,1.04247e+006,5152.89,5500.47,12.4356;
12.095,494.026,42.3569,0.246373,1435.66,-0.00100422,-0.014555,42.3741,0.440681,1.04288e+006,5154.71,5502.14,12.4463;
12.1,493.945,42.3527,0.246526,1435.62,-0.00100463,-0.0145579,42.37,0.440969,1.04329e+006,5156.54,5503.8,12.4569;
12.105,493.864,42.3486,0.246679,1435.58,-0.00100531,-0.0145609,42.3658,0.441256,1.0437e+006,5158.36,5505.47,12.4675;
12.11,493.783,42.3444,0.246832,1435.53,-0.00100615,-0.0145641,42.3616,0.441545,1.04411e+006,5160.19,5507.13,12.4781;
12.115,493.702,42.3402,0.246985,1435.49,-0.00100703,-0.0145676,42.3575,0.441833,1.04452e+006,5162.01,5508.79,12.4888;
12.12,493.621,42.336,0.247139,1435.45,-0.00100776,-0.0145713,42.3533,0.442121,1.04493e+006,5163.84,5510.45,12.4994;
12.125,493.54,42.3318,0.247292,1435.41,-0.00100826,-0.0145751,42.3491,0.44241,1.04534e+006,5165.66,5512.12,12.5101;
12.13,493.459,42.3276,0.247445,1435.37,-0.00100849,-0.0145789,42.3449,0.442699,1.04576e+006,5167.48,5513.78,12.5207;
12.135,493.378,42.3234,0.247599,1435.32,-0.00100854,-0.0145825,42.3408,0.442988,1.04617e+006,5169.31,5515.44,12.5314;
12.14,493.297,42.3192,0.247752,1435.28,-0.00100855,-0.0145858,42.3366,0.443277,1.04658e+006,5171.13,5517.1,12.542;
12.145,493.216,42.315,0.247906,1435.24,-0.00100867,-0.0145889,42.3324,0.443566,1.04699e+006,5172.96,5518.76,12.5527;
12.15,493.136,42.3109,0.248059,1435.2,-0.00100903,-0.0145918,42.3282,0.443855,1.0474e+006,5174.78,5520.42,12.5634;
12.155,493.055,42.3067,0.248213,1435.16,-0.00100965,-0.0145948,42.324,0.444144,1.04781e+006,5176.6,5522.08,12.5741;
12.16,492.974,42.3025,0.248366,1435.11,-0.00101046,-0.014598,42.3199,0.444433,1.04822e+006,5178.42,5523.74,12.5847;
12.165,492.893,42.2983,0.24852,1435.07,-0.00101131,-0.0146014,42.3157,0.444723,1.04863e+006,5180.25,5525.4,12.5954;
12.17,492.813,42.2941,0.248674,1435.03,-0.00101207,-0.0146051,42.3115,0.445013,1.04904e+006,5182.07,5527.06,12.6061;
12.175,492.732,42.2899,0.248827,1434.99,-0.00101259,-0.0146089,42.3073,0.445303,1.04946e+006,5183.89,5528.71,12.6168;
12.18,492.651,42.2857,0.248981,1434.95,-0.00101286,-0.0146126,42.3031,0.445593,1.04987e+006,5185.72,5530.37,12.6275;
12.185,492.571,42.2815,0.249135,1434.9,-0.00101293,-0.0146162,42.2989,0.445883,1.05028e+006,5187.54,5532.03,12.6382;
12.19,492.49,42.2773,0.249289,1434.86,-0.00101294,-0.0146196,42.2947,0.446173,1.05069e+006,5189.36,5533.68,12.6489;
12.195,492.41,42.2731,0.249443,1434.82,-0.00101303,-0.0146227,42.2906,0.446464,1.0511e+006,5191.18,5535.34,12.6597;
12.2,492.329,42.2689,0.249597,1434.78,-0.00101334,-0.0146257,42.2864,0.446754,1.05151e+006,5193,5537,12.6704;
12.205,492.248,42.2647,0.249751,1434.74,-0.0010139,-0.0146287,42.2822,0.447044,1.05192e+006,5194.82,5538.65,12.6811;
12.21,492.168,42.2605,0.249905,1434.69,-0.00101467,-0.0146318,42.278,0.447335,1.05233e+006,5196.65,5540.31,12.6918;
12.215,492.087,42.2563,0.25006,1434.65,-0.00101551,-0.0146352,42.2738,0.447626,1.05274e+006,5198.47,5541.96,12.7026;
12.22,492.007,42.252,0.250214,1434.61,-0.00101627,-0.0146388,42.2696,0.447917,1.05316e+006,5200.29,5543.62,12.7133;
12.225,491.927,42.2478,0.250368,1434.57,-0.00101683,-0.0146426,42.2654,0.448208,1.05357e+006,5202.11,5545.27,12.7241;
12.23,491.846,42.2436,0.250522,1434.53,-0.00101713,-0.0146464,42.2612,0.448499,1.05398e+006,5203.93,5546.92,12.7348;
12.235,491.766,42.2394,0.250677,1434.49,-0.00101723,-0.01465,42.257,0.448791,1.05439e+006,5205.75,5548.58,12.7456;
12.24,491.685,42.2352,0.250831,1434.44,-0.00101724,-0.0146534,42.2528,0.449082,1.0548e+006,5207.57,5550.23,12.7563;
12.245,491.605,42.231,0.250986,1434.4,-0.00101731,-0.0146566,42.2486,0.449373,1.05521e+006,5209.39,5551.88,12.7671;
12.25,491.525,42.2268,0.25114,1434.36,-0.00101757,-0.0146596,42.2444,0.449665,1.05562e+006,5211.21,5553.53,12.7779;
12.255,491.444,42.2226,0.251295,1434.32,-0.00101809,-0.0146626,42.2402,0.449956,1.05603e+006,5213.03,5555.19,12.7886;
12.26,491.364,42.2184,0.25145,1434.28,-0.00101881,-0.0146657,42.236,0.450248,1.05644e+006,5214.85,5556.84,12.7994;
12.265,491.284,42.2141,0.251604,1434.23,-0.00101963,-0.014669,42.2318,0.45054,1.05685e+006,5216.67,5558.49,12.8102;
12.27,491.203,42.2099,0.251759,1434.19,-0.0010204,-0.0146726,42.2276,0.450832,1.05726e+006,5218.49,5560.14,12.821;
12.275,491.123,42.2057,0.251914,1434.15,-0.00102098,-0.0146763,42.2234,0.451125,1.05768e+006,5220.31,5561.79,12.8318;
12.28,491.043,42.2015,0.252069,1434.11,-0.00102133,-0.0146801,42.2192,0.451417,1.05809e+006,5222.13,5563.44,12.8426;
12.285,490.963,42.1973,0.252224,1434.07,-0.00102145,-0.0146837,42.215,0.45171,1.0585e+006,5223.94,5565.09,12.8534;
12.29,490.883,42.1931,0.252378,1434.03,-0.00102147,-0.0146872,42.2108,0.452003,1.05891e+006,5225.76,5566.73,12.8642;
12.295,490.803,42.1888,0.252533,1433.99,-0.00102153,-0.0146904,42.2066,0.452295,1.05932e+006,5227.58,5568.38,12.875;
12.3,490.723,42.1846,0.252689,1433.94,-0.00102175,-0.0146934,42.2024,0.452588,1.05973e+006,5229.4,5570.03,12.8858;
12.305,490.642,42.1804,0.252844,1433.9,-0.00102221,-0.0146964,42.1982,0.452881,1.06014e+006,5231.22,5571.68,12.8966;
12.31,490.562,42.1762,0.252999,1433.86,-0.0010229,-0.0146995,42.1939,0.453174,1.06055e+006,5233.04,5573.32,12.9075;
12.315,490.482,42.1719,0.253154,1433.82,-0.00102369,-0.0147028,42.1897,0.453467,1.06096e+006,5234.85,5574.97,12.9183;
12.32,490.402,42.1677,0.253309,1433.78,-0.00102447,-0.0147063,42.1855,0.45376,1.06137e+006,5236.67,5576.62,12.9291;
12.325,490.322,42.1635,0.253465,1433.74,-0.00102508,-0.01471,42.1813,0.454054,1.06178e+006,5238.49,5578.26,12.94;
12.33,490.242,42.1593,0.25362,1433.69,-0.00102546,-0.0147138,42.1771,0.454347,1.06219e+006,5240.31,5579.91,12.9508;
12.335,490.162,42.155,0.253775,1433.65,-0.00102562,-0.0147174,42.1729,0.454641,1.0626e+006,5242.12,5581.55,12.9617;
12.34,490.082,42.1508,0.253931,1433.61,-0.00102566,-0.0147209,42.1687,0.454935,1.06302e+006,5243.94,5583.2,12.9725;
12.345,490.003,42.1466,0.254086,1433.57,-0.0010257,-0.0147242,42.1644,0.455229,1.06343e+006,5245.76,5584.84,12.9834;
12.35,489.923,42.1423,0.254242,1433.53,-0.00102589,-0.0147272,42.1602,0.455523,1.06384e+006,5247.57,5586.49,12.9943;
12.355,489.843,42.1381,0.254398,1433.49,-0.00102631,-0.0147302,42.156,0.455817,1.06425e+006,5249.39,5588.13,13.0051;
12.36,489.763,42.1339,0.254553,1433.45,-0.00102695,-0.0147332,42.1518,0.456111,1.06466e+006,5251.2,5589.77,13.016;
12.365,489.683,42.1296,0.254709,1433.4,-0.00102773,-0.0147365,42.1476,0.456405,1.06507e+006,5253.02,5591.42,13.0269;
12.37,489.603,42.1254,0.254865,1433.36,-0.0010285,-0.01474,42.1433,0.4567,1.06548e+006,5254.84,5593.06,13.0378;
12.375,489.524,42.1212,0.255021,1433.32,-0.00102914,-0.0147437,42.1391,0.456994,1.06589e+006,5256.65,5594.7,13.0487;
12.38,489.444,42.1169,0.255176,1433.28,-0.00102956,-0.0147474,42.1349,0.457289,1.0663e+006,5258.47,5596.34,13.0596;
12.385,489.364,42.1127,0.255332,1433.24,-0.00102976,-0.0147511,42.1307,0.457584,1.06671e+006,5260.28,5597.98,13.0705;
12.39,489.284,42.1085,0.255488,1433.2,-0.00102982,-0.0147546,42.1264,0.457879,1.06712e+006,5262.1,5599.62,13.0814;
12.395,489.205,42.1042,0.255644,1433.16,-0.00102986,-0.0147579,42.1222,0.458174,1.06753e+006,5263.91,5601.26,13.0923;
12.4,489.125,42.1,0.2558,1433.11,-0.00103002,-0.0147609,42.118,0.458469,1.06794e+006,5265.73,5602.9,13.1032;
12.405,489.045,42.0957,0.255957,1433.07,-0.0010304,-0.0147639,42.1138,0.458765,1.06835e+006,5267.54,5604.54,13.1141;
12.41,488.966,42.0915,0.256113,1433.03,-0.001031,-0.014767,42.1095,0.45906,1.06876e+006,5269.36,5606.18,13.1251;
12.415,488.886,42.0872,0.256269,1432.99,-0.00103175,-0.0147702,42.1053,0.459355,1.06917e+006,5271.17,5607.82,13.136;
12.42,488.807,42.083,0.256425,1432.95,-0.00103253,-0.0147736,42.1011,0.459651,1.06959e+006,5272.98,5609.46,13.1469;
12.425,488.727,42.0787,0.256582,1432.91,-0.00103319,-0.0147773,42.0968,0.459947,1.07e+006,5274.8,5611.1,13.1579;
12.43,488.648,42.0745,0.256738,1432.87,-0.00103365,-0.014781,42.0926,0.460243,1.07041e+006,5276.61,5612.73,13.1688;
12.435,488.568,42.0703,0.256894,1432.82,-0.00103389,-0.0147847,42.0884,0.460539,1.07082e+006,5278.42,5614.37,13.1798;
